Time (s) cumu,Cycle number,max_SOC,min_SOC,SoH,max_voltage,min_voltage,mean_voltage,max_current,min_current,timetaken,max_capacity,min_capacity,rul,max_capacity_fade_rate
69959,17,106.85234303030256,-0.6525597474748741,107.50490277777743,3.5999,1.8892,3.299061192214112,5498.88,-5500.0,4112,1168.3137422222223,-0.4909466666664457,1488,0.04535111111090373
74072,18,106.85686515151473,-0.5933128787880022,107.45017803030272,3.5999,1.9841,3.299148418491484,5498.88,-5499.62,4113,1168.372551111111,0.0,1487,-0.058808888888734145
78183,19,106.7974131565652,-0.6523658838385162,107.44977904040371,3.5999,1.9335,3.299041484184915,5498.88,-5499.62,4111,1167.7338666666667,-0.4614444444442824,1486,0.6386844444443796
82295,20,106.8006223232319,-0.6495738888889984,107.4501962121209,3.5999,1.8883,3.2989199513381995,5498.88,-5499.62,4112,1167.7586666666666,-0.443955555555533,1485,-0.02479999999991378
86406,21,106.80084017676718,-0.5948926515152009,107.39573282828238,3.5999,1.9828,3.300592326431181,5498.88,-5500.0,4111,1167.7699022222223,0.0,1484,-0.011235555555686005
90516,22,106.74833411616112,-0.648142651515293,107.3964767676764,3.5999,1.932,3.3006876979293542,5498.88,-5500.0,4110,1167.1671822222222,-0.4431733333333341,1483,0.6027200000000903
94627,23,106.7505459848479,-0.6440709343436052,107.3946169191915,3.5999,1.9103,3.3003543239951276,5498.88,-5499.62,4111,1167.1682133333334,-0.4200755555555133,1482,-0.0010311111111604987
98738,24,106.74801148989846,-0.6440602272729168,107.39207171717138,3.5999,1.8905,3.300266017052375,5498.88,-5499.25,4111,1167.1459377777778,-0.4190622222221805,1481,0.022275555555552273
102850,25,106.7441511363632,-0.6469882575759837,107.39113939393918,3.5999,1.8843,3.3001961023142514,5498.88,-5499.25,4112,1167.1072355555557,-0.4518977777778445,1480,0.0387022222221276
106962,26,106.73690164141364,-0.6502556818184507,107.38715732323209,3.5999,1.8774,3.300103775883069,5498.88,-5500.37,4112,1167.0451555555555,-0.4770444444444024,1479,0.0620800000001509
111076,27,106.73251618686828,-0.6245080555557252,107.357024242424,3.5996,1.9918,3.300570802919708,5498.51,-5499.62,4114,1166.9992355555555,0.0,1478,0.04592000000002372
115186,28,106.66507095959562,-0.6094739898992061,107.27454494949482,3.5996,1.95,3.3002780755176615,5498.51,-5499.25,4110,1166.2372799999998,-0.6461422222223518,1477,0.7619555555556872
119298,29,106.67103239898952,-0.657968358586023,107.32900075757554,3.5996,1.9215,3.3005152068126518,5498.51,-5498.88,4112,1166.3120177777778,-0.553604444444602,1476,-0.07473777777795476
123410,30,106.66899558080776,-0.6604400252526061,107.32943560606037,3.5996,1.8929,3.300444160583942,5498.13,-5499.25,4112,1166.294417777778,-0.5721599999998261,1475,0.017599999999674765
127521,31,106.66532202020178,-0.6058613131314519,107.27118333333324,3.5996,1.9977,3.3004871046228708,5498.13,-5498.88,4111,1166.2589866666667,0.0,1474,0.035431111111392966
131631,32,106.60852095959562,-0.6637770202022626,107.27229797979788,3.5996,1.9664,3.3001823386114495,5498.51,-5499.25,4110,1165.6662755555556,-0.5804577777777808,1473,0.5927111111111572
135742,33,106.61155984848456,-0.6600080808083073,107.27156792929287,3.5996,1.9366,3.300515815085159,5498.51,-5498.88,4111,1165.669848888889,-0.5699511111110951,1472,-0.003573333333406481
139853,34,106.61126689393906,-0.6587522979800279,107.27001919191909,3.5996,1.9131,3.3004368613138686,5498.51,-5498.88,4111,1165.6816355555557,-0.5415644444443615,1471,-0.011786666666694146
143964,35,106.60830924242386,-0.6610579292932601,107.26936717171712,3.5996,1.8874,3.3003614355231146,5498.51,-5498.88,4111,1165.6556266666666,-0.5798622222221752,1470,0.02600888888900954
148076,36,106.61050123737331,-0.6565924494953167,107.26709368686863,3.5996,1.8703,3.3003063260340633,5498.13,-5498.88,4112,1165.6701866666667,-0.5610577777777053,1469,-0.01456000000007407
152187,37,106.6071489141411,-0.6070048737375313,107.21415378787864,3.5996,1.9878,3.3004474452554744,5498.51,-5498.88,4111,1165.6345777777778,0.0,1468,0.03560888888887348
156296,38,106.54911439393902,-0.664732828283186,107.21384722222221,3.5996,1.9497,3.300062728380024,5498.51,-5498.13,4109,1164.9958222222222,-0.5966666666666924,1467,0.6387555555556901
160406,39,106.55078840909069,-0.6608613383840783,107.21164974747477,3.5996,1.9283,3.300320924574209,5498.51,-5498.13,4110,1164.9995377777775,-0.5805733333334047,1466,-0.003715555555345418
164517,40,106.55014896464628,-0.66098159090933,107.21113055555561,3.5996,1.906,3.3002441605839414,5498.51,-5498.13,4111,1164.969848888889,-0.6071733333333214,1465,0.029688888888586007
168627,41,106.54725194444411,-0.6641644696972444,107.21141641414135,3.5996,1.8737,3.3000914841849145,5498.13,-5498.88,4110,1164.947608888889,-0.6295022222222428,1464,0.022240000000010696
172739,42,106.68771866161588,-0.4674740151517949,107.15519267676767,3.5996,1.9934,3.30026094890511,5498.13,-5498.88,4112,1164.9694933333333,0.0,1463,-0.021884444444367546
176848,43,106.48802348484828,-0.6665487373739476,107.15457222222223,3.5996,1.9506,3.3002626520681266,5498.13,-5498.13,4109,1164.3377955555554,-0.6178266666668151,1462,0.6316977777778447
180958,44,106.48944888888876,-0.6664922727274195,107.15594116161618,3.5996,1.91,3.3001408759124087,5498.13,-5498.88,4110,1164.3345955555556,-0.6364488888888786,1461,0.0031999999998788553
185066,45,106.46950391414114,-0.6864233585860512,107.1559272727272,3.5996,1.8777,3.2996225334957368,5498.13,-5499.62,4108,1164.121031111111,-0.8535022222222324,1460,0.21356444444450062
189177,46,106.50555545454532,-0.6494508585859907,107.15500631313131,3.5996,1.8734,3.2998205596107053,5497.76,-5499.25,4111,1164.5331733333333,-0.4250711111111513,1459,-0.41214222222220087
193286,47,106.48750797979768,-0.6681536363639428,107.15566161616162,3.5996,1.9738,3.3015571254567604,5497.76,-5499.62,4109,1164.3226133333333,-0.0405200000001286,1458,0.21055999999998676
197393,48,106.4398507575755,-0.6597431818185746,107.09959393939407,3.5996,1.9351,3.301151951219512,5498.13,-5499.25,4107,1163.773688888889,-0.5899777777777899,1457,0.5489244444443102
201500,49,106.43811752525222,-0.6066625252528728,107.0447800505051,3.5996,1.9069,3.3014510353227773,5498.13,-5499.25,4107,1163.7616355555556,-0.5978088888889488,1456,0.012053333333369665
205608,50,106.43722601010082,-0.6625525252527833,107.0997785353536,3.5996,1.8759,3.3013722289890377,5498.51,-5498.88,4108,1163.7194488888888,-0.6309955555557281,1455,0.042186666666793826
209716,51,106.4457218181815,-0.6541890404043964,107.09991085858589,3.5996,1.8604,3.3012841656516443,5498.13,-5498.88,4108,1163.8304177777777,-0.5253600000000347,1454,-0.11096888888891954
213824,52,106.43440305555536,-0.6091873484852068,107.04359040404057,3.5996,1.9847,3.301498660170524,5498.13,-5498.13,4108,1163.7266133333333,-0.0072755555556227,1453,0.10380444444444947
217930,53,106.3769744949493,-0.6652063131316075,107.0421808080809,3.5996,1.9521,3.3010818292682926,5498.13,-5498.13,4106,1163.0817244444445,-0.6414755555557008,1452,0.6448888888887723
222037,54,106.37744578282808,-0.664869368687202,107.04231515151528,3.5996,1.9267,3.3014719853836785,5498.13,-5498.13,4107,1163.0930666666666,-0.6259111111112361,1451,-0.011342222222083365
226144,55,106.37290002525232,-0.6693388636365908,107.04223888888892,3.5996,1.9047,3.301342143727162,5498.51,-5498.13,4107,1163.0637866666666,-0.6563466666667068,1450,0.02927999999997155
230252,56,106.3706473737372,-0.6714392424244868,107.04208661616168,3.5996,1.8781,3.301252618757613,5498.13,-5498.13,4108,1163.0583288888888,-0.6592933333333235,1449,0.0054577777777922165
234359,57,106.37285510100982,-0.6133499494953253,106.98620505050515,3.5996,1.9977,3.3013526187576128,5497.76,-5498.88,4107,1163.0511644444446,-0.0494799999997894,1448,0.00716444444424269
238463,58,106.3166518939392,-0.6710279040407183,106.98767979797991,3.5996,1.9587,3.301015365853658,5497.76,-5498.88,4104,1162.4107555555556,-0.6996444444444023,1447,0.6404088888889419
242569,59,106.32666613636329,-0.6600545707075104,106.9867207070708,3.5996,1.9376,3.30129987819732,5497.76,-5498.88,4106,1162.4900444444445,-0.6071555555557211,1446,-0.07928888888886831
246675,60,106.32075684343415,-0.6645646212125071,106.98532146464666,3.5996,1.9131,3.3012232643118145,5498.13,-5498.13,4106,1162.4561422222223,-0.6416799999999512,1445,0.03390222222219563
250781,61,106.3229308080806,-0.6613338383841977,106.9842646464648,3.5996,1.8963,3.301151400730816,5498.13,-5498.88,4106,1162.4836088888887,-0.6095244444445598,1444,-0.027466666666441597
254887,62,106.31943583333305,-0.6676823484853042,106.98711818181835,3.5996,1.8663,3.301066869671133,5497.76,-5498.88,4106,1162.4452622222225,-0.6570711111110086,1443,0.03834666666625708
258993,63,106.31809669191892,-0.6123699747479906,106.93046666666692,3.5996,1.9788,3.301205237515225,5498.13,-5498.13,4106,1162.4452444444444,-0.0461333333334437,1442,1.777777811184933e-05
263095,64,106.2554863383836,-0.6752459848488026,106.9307323232324,3.5996,1.9242,3.300784756097561,5498.51,-5498.13,4102,1161.7663466666668,-0.7314977777775766,1441,0.6788977777775926
267200,65,106.27280123737354,-0.6558891666669455,106.9286904040405,3.5996,1.9357,3.3011831912302068,5498.51,-5497.76,4105,1161.9576533333334,-0.5146355555555715,1440,-0.19130666666660545
271305,66,106.25406037878764,-0.6792163888891303,106.93327676767677,3.5996,1.8675,3.3009483556638246,5498.13,-5499.25,4105,1161.7407822222222,-0.7817288888890062,1439,0.21687111111123158
275410,67,106.26887835858552,-0.6118332575759763,106.8807116161615,3.5996,1.9661,3.3009801461632153,5498.13,-5499.25,4105,1161.9035022222222,-0.0224311111111319,1438,-0.16272000000003572
279514,68,106.21082159090872,-0.8067773989901895,107.01759898989891,3.5996,1.9292,3.300687317073171,5498.13,-5498.88,4104,1161.27552,-0.6485911111111022,1437,0.627982222222272
283618,69,106.2134445959593,-0.6653685353537337,106.87881313131304,3.5996,1.9053,3.3009595615103535,5498.13,-5498.88,4104,1161.3124266666666,-0.6089733333333811,1436,-0.0369066666667095
287722,70,106.21909742424218,-0.6033086363638953,106.82240606060607,3.5996,1.8846,3.3008847746650423,5498.51,-5498.88,4104,1161.3519288888888,-0.5726711111112195,1435,-0.03950222222215416
291827,71,106.21752381313104,-0.6619413383840738,106.8794651515151,3.5996,1.8567,3.300770036540804,5498.13,-5499.25,4105,1161.3444622222223,-0.5892711111111453,1434,0.007466666666459787
295931,72,106.22221434343392,-0.5987136868690797,106.820928030303,3.5996,1.9983,3.3025035365853657,5498.13,-5498.88,4104,1161.3979555555554,0.0,1433,-0.05349333333310824
300032,73,106.16049974747442,-0.6611108585862622,106.82161060606067,3.5996,1.9649,3.30215115995116,5498.13,-5498.88,4101,1160.7188444444446,-0.5720888888886293,1432,0.6791111111108421
304133,74,106.161435732323,-0.6590367424244823,106.82047247474748,3.5996,1.9506,3.3020964590964597,5498.13,-5498.13,4101,1160.731928888889,-0.5589155555555863,1431,-0.01308444444430279
308234,75,106.15775446969668,-0.6623336616165162,106.8200881313132,3.5996,1.9323,3.302002442002442,5498.13,-5498.88,4101,1160.6951111111111,-0.5867777777778542,1430,0.03681777777774187
312336,76,106.18629669191893,-0.6330288131317179,106.81932550505064,3.5996,1.9131,3.3019015873015873,5497.76,-5498.88,4102,1160.6607111111111,-0.6085999999999103,1429,0.03440000000000509
316437,77,106.15248747474728,-0.6697567171720915,106.82224419191937,3.5996,1.8895,3.3018216117216115,5498.13,-5499.25,4101,1160.63408,-0.6485866666667448,1428,0.026631111111100836
320539,78,106.15573005050464,-0.6646219696975402,106.82035202020218,3.5996,1.875,3.301767032967033,5498.13,-5498.88,4102,1160.654986666667,-0.6188799999999901,1427,-0.020906666666860474
324642,79,106.15273982323204,-0.665967500000475,106.81870732323252,3.5996,1.8601,3.302104756097561,5497.76,-5498.88,4103,1160.642168888889,-0.6252755555553335,1426,0.012817777777854644
328744,80,106.15508957070676,-0.607577853535825,106.7626674242426,3.5996,1.9897,3.3022135365853655,5498.13,-5498.88,4102,1160.64464,-0.0086933333333831,1425,-0.0024711111109354533
332843,81,106.09471469696956,-0.6680948989902535,106.76280959595981,3.5996,1.9652,3.301936874236874,5498.51,-5498.88,4099,1159.984142222222,-0.6648800000000961,1424,0.6604977777778913
336944,82,106.09634068181788,-0.8057386111116922,106.90207929292957,3.5996,1.9422,3.3018518925518925,5498.51,-5498.13,4101,1159.9794311111111,-0.6668799999999919,1423,0.004711111110964339
341044,83,106.09374323232298,-0.6702769696973538,106.76402020202033,3.5996,1.8976,3.301688034188034,5498.13,-5498.13,4100,1159.9518933333334,-0.7045955555554997,1422,0.027537777777752126
345144,84,105.95610782828258,-0.8080055555560124,106.76411338383859,3.5996,1.8647,3.301659096459096,5498.51,-5498.13,4100,1160.0015466666666,-0.6609866666666449,1421,-0.04965333333325361
349244,85,106.09639621212092,-0.6138174242428673,106.71021363636379,3.5996,1.9742,3.301765811965812,5498.13,-5498.13,4100,1160.02192,-0.0455022222222396,1420,-0.020373333333282062
353342,86,106.04278603535332,-0.6691745707072528,106.71196060606057,3.5999,1.9332,3.3018006105006106,5498.88,-5498.13,4098,1159.4337066666667,-0.6510044444445384,1419,0.5882133333332149
357441,87,106.04797323232287,-0.691957828283243,106.73993106060611,3.5999,1.9004,3.3017117216117216,5498.51,-5498.88,4099,1159.49232,-0.6014133333333689,1418,-0.058613333333369155
361541,88,106.05153106060575,-0.6629204545456402,106.7144515151514,3.5999,1.8666,3.3016380952380953,5498.13,-5498.88,4100,1159.5049066666668,-0.6086933333332354,1417,-0.012586666666720703
365640,89,106.05363712121176,-0.6043959595962585,106.65803308080802,3.5999,1.9893,3.3017512820512818,5498.51,-5498.88,4099,1159.517191111111,0.0,1416,-0.012284444444276232
369737,90,105.99487492424208,-0.6635089141417254,106.65838383838381,3.5999,1.9639,3.301788766788767,5498.88,-5498.88,4097,1158.902968888889,-0.5932755555553513,1415,0.6142222222219971
373835,91,105.99641118686834,-0.6605484090912939,106.65695959595963,3.5999,1.9466,3.3017272283272283,5498.88,-5498.88,4098,1158.9323022222222,-0.5530088888889395,1414,-0.02933333333317023
377933,92,105.9962962373734,-0.6610987121215401,106.65739494949494,3.5999,1.9283,3.301669963369963,5498.51,-5498.13,4098,1158.9118933333334,-0.5690844444443997,1413,0.02040888888882364
382030,93,105.99362550505016,-0.6635633838387215,106.65718888888888,3.5999,1.9118,3.3015956043956045,5498.51,-5498.88,4097,1158.8840533333332,-0.5997911111111875,1412,0.027840000000196596
386129,94,105.99672941919157,-0.659602904040902,106.65633232323246,3.5999,1.9035,3.301529548229548,5498.51,-5498.13,4099,1158.9174577777778,-0.5569866666666599,1411,-0.033404444444613546
390227,95,105.99089179292898,-0.6655670454548908,106.65645883838387,3.5996,1.8784,3.301542368742369,5498.51,-5498.13,4098,1158.858488888889,-0.6187999999999079,1410,0.05896888888878493
394326,96,105.99577941919166,-0.6597195707073714,106.65549898989903,3.5999,1.8675,3.3014111111111113,5498.13,-5498.13,4099,1158.9187022222222,-0.5429866666667067,1409,-0.060213333333194896
398425,97,105.99859507575728,-0.6567140151517419,106.65530909090901,3.5996,1.8545,3.3013619047619054,5498.13,-5498.88,4099,1158.9446755555557,-0.5222355555555964,1408,-0.025973333333467963
402522,98,105.99574712121196,-0.6046367171719044,106.60038383838386,3.5999,1.9847,3.3014335775335777,5497.76,-5498.88,4097,1158.9161066666666,0.0,1407,0.02856888888914
406617,99,105.94013747474712,-0.6604562121215525,106.60059368686868,3.5999,1.9571,3.3014544566544566,5497.76,-5499.25,4095,1158.285137777778,-0.5780177777776316,1406,0.630968888888674
410712,100,105.9385890404038,-0.6885432828285014,106.6271323232323,3.5999,1.8759,3.301109645909646,5498.13,-5498.88,4095,1158.2778844444445,-0.5706933333333382,1405,0.007253333333437695
414807,101,105.95819164141376,-0.6403752777782646,106.59856691919202,3.5999,1.9236,3.301185347985348,5497.76,-5498.88,4095,1158.5022222222224,-0.3345555555553119,1404,-0.22433777777791875
418901,102,105.9326702272724,-0.6670431565660282,106.59971338383842,3.5996,1.9001,3.3011310134310135,5497.76,-5499.25,4094,1158.2121422222222,-0.6348800000000097,1403,0.2900800000002164
422996,103,105.9339202777775,-0.6651254292933846,106.59904570707089,3.5996,1.8917,3.301053357753358,5497.76,-5498.88,4095,1158.226311111111,-0.6152444444445564,1402,-0.014168888888889342
427092,104,105.93210545454528,-0.667334696970129,106.59944015151541,3.5996,1.866,3.3010577533577536,5498.51,-5498.88,4096,1158.1885155555556,-0.6562844444443385,1401,0.03779555555547631
431187,105,105.9297008838381,-0.6152473484852803,106.54494823232338,3.5996,1.9791,3.302700855745721,5498.88,-5498.13,4095,1158.1692444444443,-0.0704444444445471,1400,0.019271111111265782
435280,106,105.87829047979778,-0.6671420959598359,106.54543257575762,3.5999,1.9394,3.3027496332518336,5498.88,-5498.13,4093,1157.5989333333332,-0.6526666666668461,1399,0.5703111111110957
439373,107,105.86467823232296,-0.681677575757889,106.54635580808085,3.5999,1.9091,3.302748899755502,5498.51,-5498.13,4093,1157.4655644444445,-0.800257777777631,1398,0.13336888888875365
443467,108,105.88137613636331,-0.6647231060608394,106.54609924242415,3.5999,1.8858,3.3026471882640585,5498.51,-5498.88,4094,1157.6581511111112,-0.6115155555553997,1397,-0.19258666666678437
447562,109,105.8851563888885,-0.660948156566066,106.54610454545457,3.5999,1.8635,3.30260880195599,5498.51,-5498.88,4095,1157.690293333333,-0.576573333333215,1396,-0.03214222222186436
451656,110,105.8851976010099,-0.6062945707072359,106.49149217171714,3.5999,1.99,3.3027732273838626,5498.88,-5498.88,4094,1157.6982755555557,0.0,1395,-0.00798222222260847
455748,111,105.83357148989867,-0.6574992171720029,106.49107070707068,3.5999,1.9661,3.3028507334963324,5498.51,-5498.88,4092,1157.0881066666666,-0.571848888888951,1394,0.6101688888891204
459840,112,105.82968207070677,-0.6630330808082345,106.492715151515,3.5999,1.9382,3.3027709046454774,5498.13,-5498.88,4092,1157.0699555555557,-0.6029333333333398,1393,0.01815111111091028
463932,113,105.83166691919158,-0.6598101010103743,106.49147702020196,3.5999,1.9252,3.3026810513447433,5498.51,-5498.88,4092,1157.1000888888889,-0.5643999999999778,1392,-0.030133333333196788
468024,114,105.8303779040402,-0.6599233585859757,106.49030126262618,3.5999,1.91,3.302629951100245,5498.51,-5498.88,4092,1157.086808888889,-0.5677022222222377,1391,0.013279999999895153
472116,115,105.83028098484824,-0.6610437626264694,106.4913247474747,3.5996,1.8905,3.302559046454768,5498.51,-5498.88,4092,1157.056248888889,-0.594862222221991,1390,0.030559999999923093
476210,116,105.83409858585829,-0.6556423232325848,106.48974090909087,3.5996,1.8861,3.30252457212714,5498.13,-5498.88,4094,1157.1267733333334,-0.5196933333333504,1389,-0.07052444444434514
480304,117,105.8288829797976,-0.687671313131669,106.51655429292927,3.5996,1.8638,3.3024656479217604,5498.13,-5498.88,4094,1157.0642666666668,-0.5710222222222114,1388,0.06250666666664983
484395,118,105.80279820707042,-0.6304962373740473,106.43329444444447,3.5996,1.9983,3.3025770171149142,5498.13,-5498.88,4091,1157.065137777778,0.0,1387,-0.0008711111113370862
488485,119,105.77337537878763,-0.6582996212123313,106.43167499999997,3.5996,1.9819,3.3022877600979195,5498.13,-5498.88,4090,1156.451733333333,-0.5568666666666218,1386,0.6134044444449955
492576,120,105.77331856060582,-0.6863397727274755,106.4596583333333,3.5996,1.9562,3.3021515299877597,5497.76,-5498.88,4091,1156.4451911111112,-0.5621866666666051,1385,0.006542222221924021
496666,121,105.77629330808048,-0.6558463383841108,106.43213964646459,3.5996,1.9348,3.3021099143206856,5497.76,-5498.88,4090,1156.471911111111,-0.5391111111112536,1384,-0.026719999999841093
500755,122,105.77121800505024,-0.6611059848487143,106.43232398989896,3.5996,1.9184,3.3020080783353736,5498.13,-5498.13,4089,1156.44128,-0.5716533333333587,1383,0.03063111111100625
504845,123,105.77338964646438,-0.6580664141418028,106.43145606060618,3.5996,1.9115,3.301949326805386,5497.76,-5498.88,4090,1156.4586311111111,-0.5447688888888251,1382,-0.017351111111111095
508933,124,105.76639626262596,-0.6648320202024967,106.43122828282846,3.5996,1.8886,3.301880783353733,5498.13,-5498.88,4088,1156.3847822222222,-0.615462222222277,1381,0.07384888888896057
513023,125,105.77099419191885,-0.6606724747479761,106.43166666666683,3.5996,1.8765,3.3018865361077108,5497.76,-5498.13,4090,1156.4232533333334,-0.5834133333333966,1380,-0.038471111111221035
517110,126,105.73900757575731,-0.6376217171720105,106.37662929292932,3.5996,1.9946,3.3019652386780907,5498.13,-5498.13,4087,1156.389528888889,-0.0090488888888558,1379,0.033724444444487744
521197,127,105.71457249999962,-0.6640580555559016,106.37863055555552,3.5999,1.9534,3.301896817625459,5498.13,-5498.13,4087,1155.8084266666665,-0.6139288888890064,1378,0.5811022222223983
525284,128,105.71343151515124,-0.6671841414143547,106.3806156565656,3.5996,1.9149,3.301820807833537,5498.13,-5498.88,4087,1155.7927111111112,-0.6442000000000121,1377,0.01571555555528903
529371,129,105.71858669191865,-0.6641019444448094,106.38268863636345,3.5996,1.8824,3.3016843329253365,5498.13,-5499.25,4087,1155.842471111111,-0.6185288888888181,1376,-0.049759999999878346
533460,130,105.72353434343408,-0.6574166666667856,106.38095101010087,3.5996,1.866,3.3016755201958388,5498.13,-5498.88,4089,1155.891768888889,-0.5638088888889001,1375,-0.04929777777783784
537549,131,105.722616262626,-0.6046317171719282,106.32724797979793,3.5999,1.9906,3.3021731051344743,5498.51,-5498.88,4089,1155.8727644444446,0.0,1374,0.01900444444436289
541634,132,105.6626145202017,-0.6663369949496118,106.32895151515132,3.5999,1.954,3.301794492044064,5498.51,-5498.88,4085,1155.25136,-0.6072177777777483,1373,0.621404444444579
545721,133,105.67378106060566,-0.6530782828285399,106.32685934343421,3.5999,1.9487,3.3017776009791926,5498.13,-5499.25,4087,1155.3642844444444,-0.486560000000054,1372,-0.11292444444438843
549807,134,105.6710914898986,-0.6557314898992344,106.32682297979784,3.5999,1.9345,3.301746756425949,5498.13,-5498.88,4086,1155.3132444444443,-0.5408666666666022,1371,0.05104000000005726
553893,135,105.67082083333295,-0.682234974747925,106.35305580808088,3.5996,1.8784,3.3015506731946145,5498.51,-5498.13,4086,1155.3060444444443,-0.5324222222221238,1370,0.0072000000000116415
557980,136,105.68848012626223,-0.6362082575761194,106.32468838383835,3.5999,1.9103,3.3016235006119956,5498.51,-5498.13,4087,1155.4861511111112,-0.3474044444444075,1369,-0.18010666666691577
562065,137,105.66496343434312,-0.6607342929295001,106.32569772727263,3.5999,1.888,3.301544186046512,5498.13,-5498.88,4085,1155.2720177777778,-0.5664266666665299,1368,0.21413333333339324
566151,138,105.66673999999976,-0.6578294444449654,106.32456944444473,3.5996,1.8731,3.301482252141983,5498.13,-5498.13,4086,1155.2788622222222,-0.5488044444443858,1367,-0.0068444444443684915
570238,139,105.65963762626258,-0.7198929292933358,106.37953055555592,3.5996,1.861,3.3014440636474904,5497.76,-5498.13,4087,1155.2886755555555,-0.5311911111111272,1366,-0.009813333333340779
574324,140,105.66668,-0.6029071212123176,106.26958712121231,3.5996,1.9918,3.303173897058824,5497.76,-5498.13,4086,1155.2793066666668,0.0,1365,0.009368888888729998
578407,141,105.60788391414152,-0.661335530303159,106.26921944444469,3.5999,1.9673,3.3032007352941175,5498.13,-5498.88,4083,1154.6416177777778,-0.5796711111111108,1364,0.637688888888988
582491,142,105.60992729797977,-0.6592552777781204,106.26918257575788,3.5999,1.9425,3.303145710784314,5497.76,-5498.13,4084,1154.6568355555555,-0.5631199999999694,1363,-0.015217777777706942
586576,143,105.61047883838376,-0.6588226767679919,106.26930151515175,3.5996,1.9255,3.303125857843137,5497.76,-5498.88,4085,1154.6649244444443,-0.5553644444445354,1362,-0.008088888888778456
590659,144,105.60945189393937,-0.6607801767678421,106.27023207070721,3.5999,1.8979,3.303032843137255,5497.76,-5498.13,4083,1154.6531733333334,-0.5740488888889104,1361,0.011751111110925194
594743,145,105.61440095959593,-0.6559149494951679,106.2703159090911,3.5996,1.8836,3.3030058823529416,5498.13,-5498.88,4084,1154.7036444444443,-0.527222222222349,1360,-0.05047111111093727
598829,146,105.6174478030302,-0.6528297222224355,106.27027752525264,3.5999,1.875,3.3030368872549025,5498.13,-5498.88,4086,1154.7397155555554,-0.487395555555679,1359,-0.03607111111114136
602911,147,105.58397563131297,-0.6318281565656402,106.21580378787861,3.5999,1.9974,3.3030990196078434,5498.13,-5498.88,4082,1154.680231111111,0.0,1358,0.05948444444447887
606992,148,105.55833295454508,-0.6588667929296019,106.21719974747468,3.5996,1.9738,3.3027944785276073,5498.13,-5498.88,4081,1154.0850844444444,-0.5537155555556978,1357,0.595146666666551
